-4.564156886374933775e-01,1.429049666001620533e-01,-3.278786238376590889e-01,-4.263162291549838501e-01,-1.868872552042268875e-01,-1.827225640980797428e-01,-7.710914196183590308e-01,-2.609736933506158763e-01,-1.352356086196145224e+00,-7.333285964131960322e-01
-6.850372739171951830e-02,-4.375715597234143828e-01,-1.137996583905394460e-01,6.125010669200092045e-02,-1.999213327290227660e-01,-3.741609376015338218e-02,-1.879880103109273226e-01,6.244282020568002745e-01,-3.603763426085081489e-01,-1.237907199809503145e-01
-8.032557502704318342e-02,-4.681906487461998667e-01,-6.216801631118230170e-02,1.014082306048848664e-01,-1.418833643643728770e-01,-5.216954231570137407e-02,-3.136005760107458129e-01,5.847835067525041230e-01,-2.368474041758297788e-01,-2.573779437259379743e-01
-1.009778784156269565e-01,-4.354989791594598425e-01,8.924459351564653295e-03,3.370896215129999263e-01,-1.440124701081610947e-01,-2.639524199168850980e-03,-4.932857206851812282e-01,3.782266873669399287e-01,-3.515895514413788225e-01,-1.798314166915404300e-01
-1.326523601940778896e-01,-5.608332636620341205e-01,5.584226336329087964e-02,2.359202314041794479e-01,-1.103296094793009968e-01,-9.693292739547411385e-02,-4.825947928819231403e-01,4.004933163546595676e-01,-2.956142070806362376e-01,-1.560164268929603304e-01
-1.631181072553960221e-01,-3.946455354698839568e-01,1.688257176639051671e-01,1.876997980469816973e-01,-2.989357782966824972e-01,-8.633729611304934159e-02,-4.370124207942849281e-01,3.740089733373874736e-01,-2.187401868068762634e-01,-1.909395205666510331e-01
-1.295316596081513283e-01,-3.559725702333627062e-01,1.110016163031656011e-01,8.479693349886531506e-02,-2.411777957181912568e-01,1.353382490589558236e-02,-4.092476244738413871e-01,3.415294586522310549e-01,-1.377327391151251246e-01,-9.372855386262538002e-02
-5.175805066717867331e-02,-4.470094306815980967e-01,1.633059525078393859e-01,1.828364276663013710e-01,-1.166094181471025865e-01,8.257032919883919297e-02,-3.890797445864240256e-01,2.028243421271407332e-01,-8.211910472222015700e-02,-3.127184802003695613e-02
-5.467926566055349158e-02,-5.740583690096873193e-01,3.331034897404634987e-01,3.953048543296849848e-01,-1.246439354095830315e-01,3.056173799944746777e-02,-3.180886784735161843e-01,9.364164899797924879e-02,-1.045109542618667259e-01,7.185463015480003657e-02
-7.285329225190678715e-02,-5.209164310860115998e-01,1.925373032495635572e-01,1.571562635556232879e-01,-2.757207461623890077e-01,1.506291980880497539e-01,-2.527219410148434098e-01,-3.282273540195492553e-03,2.016778072880610062e-01,1.580953038509694264e-01
-1.259918308114704386e-02,-4.481694525332217127e-01,1.409199451042912610e-01,-1.087998898601499759e-01,-3.633769180750786587e-01,2.370634949045220541e-01,-2.312590700797696464e-01,8.465430221381965714e-02,9.845725446537288705e-02,2.235926272511969681e-01
-1.320124318049866741e-01,-4.855866098151549459e-01,-7.923002717926500016e-02,-6.431559544400906880e-02,-4.352467756875951777e-01,3.115320139462655069e-01,-2.122221862559293681e-01,8.792568583689362727e-02,7.248123255016115929e-02,3.014646745752883605e-01
-1.751262214447811549e-01,-5.798608367684033871e-01,-5.055882354333614270e-02,-1.677546609556594959e-01,-4.171444549662720602e-01,3.634444632861837388e-01,-1.370599436529386927e-01,2.153062097826858798e-02,1.144862376705124557e-01,2.075270372478885683e-01
-1.410342205091155432e-01,-5.567958380510765748e-01,-1.280587127818920978e-01,-8.033010821045534489e-02,-2.087269236141993667e-01,5.132240614504326448e-01,3.462465472696105162e-02,3.558758120887969140e-02,-4.256784431904370863e-02,3.749377623107100904e-02
-1.500830054109713318e-01,-2.494459122457255429e-01,-2.606424973411782253e-01,-1.900717407677162407e-01,-3.594312920460002170e-01,4.111204654140562798e-01,1.269304485521283860e-02,-2.710524619339934813e-02,-2.929674881080795434e-01,-3.886064728516763211e-01
-2.528363941216260624e-01,-1.012965017848406896e-01,-2.552034246062639400e-01,-3.316805249340031292e-01,-3.597134896202412446e-01,5.179717168006396921e-01,2.475717738395918910e-02,-1.129019613199035571e-01,-6.302816601106161487e-01,-4.295480475578452584e-01
-3.441619578121701828e-01,2.140940848863371326e-01,-5.267661942429208155e-01,-3.534787000774575194e-01,-4.006473053572540688e-01,5.543274128469282136e-01,1.053949774274522272e-01,-8.057878237280576006e-02,-6.569065592102454332e-01,-5.213514261117599968e-01
-6.100197765122230414e-02,-4.083505460416578248e-01,-2.995050674515369049e-02,3.548299460573566266e-01,-2.017412349009748418e-01,-2.316897203058983570e-02,-2.263718174412407969e-01,3.305136459657150305e-01,-1.241375189603976803e-01,-1.929412660401527979e-01
-5.375747186062349026e-02,-4.810168776672672508e-01,4.666100369771494956e-03,2.613117861570966038e-01,-1.997400639731304606e-01,-2.264065230345460242e-02,-3.604969740712197779e-01,2.194882362824918109e-01,4.249389076269269316e-02,-1.245417832462418634e-01
-5.134198088604025045e-02,-4.553555560983672534e-01,2.746964517140736139e-02,-5.725308621119851865e-02,-1.289415547037427723e-01,8.922612067232978117e-02,-2.608791815069348430e-01,1.808215469927179075e-01,-8.250770585640514188e-02,4.648317937428446400e-02
-7.452174403695004112e-02,-3.173152793787230030e-01,-7.996679877474766052e-02,-3.235441854411372220e-02,-1.787981597630493302e-01,6.826667662065884212e-02,-2.293612484130040097e-01,3.946505543972413932e-01,-9.968216853075562156e-02,-2.354523624492961195e-02
-1.028129480982821753e-01,-2.541344696243387213e-01,3.697015406919612612e-02,1.462517013594284362e-02,-1.494324464945179232e-01,6.986373905917858673e-02,-2.667495332415743547e-01,2.787627441851729393e-01,-1.918928150332566973e-01,-1.364522370644888349e-01
-4.742759845445163741e-02,-2.497321095417864290e-01,-1.762346858344818884e-02,-2.379612839779290598e-02,-1.281653917897621342e-01,4.918051069132330783e-02,-2.977828046320882271e-01,1.678089516198418008e-01,-2.236782745415694662e-01,-1.145359874716820811e-02
-5.367297389725604606e-02,-3.697430066300478324e-01,1.782109683627411401e-01,1.870533445608401138e-02,-1.127663043143309479e-01,1.398727330299547045e-01,-3.503898163364606577e-01,1.956785948136233189e-01,-1.056355108544896337e-01,-3.942615881057402738e-02
3.101993612785997750e-02,-4.133605489522548804e-01,8.098351173574146189e-02,-3.182564089239345306e-02,-8.341769627261623465e-02,3.112516225320232088e-01,-2.415517015581760130e-01,-1.091100689596690987e-01,-2.798668089088477973e-01,1.379906626439438566e-01
7.561278032965454421e-02,-2.776776905460949241e-01,1.254827814064856106e-01,-2.481126675957318929e-03,-1.896787421313183009e-01,1.893856243450613430e-01,-2.627780053528676052e-01,-1.011266386802398953e-03,-1.945507736148169575e-01,-4.029957358356425073e-02
6.970284031046185269e-02,-2.543981407904737924e-01,1.148466255216657878e-01,7.886157324876887087e-02,-2.943165778081813233e-01,1.384811605472318907e-01,-1.137973784080704293e-01,7.693173628945251981e-03,-2.264397881531574064e-02,-6.037993258974540950e-02
1.065553870965975369e-01,-1.535118783708981083e-01,-9.025912515494947941e-02,-2.450102026055232529e-01,-4.215054152265602094e-01,1.703708346585480760e-01,-3.686901766995040464e-02,8.973924690666038040e-02,-6.596595392932057267e-02,6.802989240830993600e-02
-4.323607489022693318e-02,-3.030559761027587506e-01,8.220285775129509108e-04,-1.412352141482863255e-01,-1.493503404711482851e-01,2.321302036615648379e-01,5.195903198372158610e-02,-2.344160306744469402e-02,-2.880121177622885775e-01,7.838285374425824070e-02
4.755651074055637639e-02,3.387786402248236378e-02,-2.428189206455059479e-01,-5.777560322009148153e-02,-2.717495767569697573e-01,2.355037410481028784e-02,-5.110655343430508396e-02,7.114833090472753863e-02,-1.319419376112423714e-01,-9.947133779487053740e-02
7.104982787739630434e-02,1.276594370766636899e-01,3.860830414801766711e-03,3.184176098596529919e-02,-2.828818302512722260e-01,-1.051529284021573002e-01,6.880625538720431568e-03,-1.102763402713296953e-01,-2.565778584589435418e-01,2.179157593331800327e-02
